Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
12/20/2019 07:51:58,15.3846149,21.53846,7.69230747,9.230768,13.4615421,44,39,42,43,43,798.1624,798.1624,798.1624,798.1624,6.69723225,1.59633315,0.338382661,1.43713319,99.7703,44.9746,3.55760574,4.35264969,38,48.0852547
12/20/2019 07:51:59,21.53846,21.53846,7.69230747,16.9230766,16.9230766,45,42,42,44,45,2194.94727,2194.94727,2194.94727,2194.94727,6.794115,1.7064743,0.330970138,1.47724366,99.77033,44.9555054,3.55609512,4.35416031,38,48.0852547
12/20/2019 07:52:00,13.8461533,10.76923,9.230768,9.230768,10.7692242,43,40,40,43,43,997.7026,997.7026,1496.55383,1496.55383,5.621227,1.378534,0.13763693,1.281184,99.770256,44.8668633,3.54908371,4.36117172,38,48.0852547
12/20/2019 07:52:01,13.8461533,15.3846149,10.76923,10.76923,12.6923027,44,39,42,44,44,798.162231,798.162231,798.162231,798.162231,6.808977,1.70213878,0.377576947,1.48922086,99.77028,45.0369072,3.56253433,4.347721,38,48.0852547
12/20/2019 07:52:02,6.153846,19.9999981,4.615384,16.9230766,11.9230747,42,40,40,43,43,798.162,798.162,798.162,798.162,5.463297,1.24422741,0.07963007,1.20522487,99.77025,44.85679,3.54828644,4.361969,38,48.0852547
12/20/2019 07:52:03,19.9999981,16.9230766,12.3076916,21.53846,17.6923027,43,40,42,43,43,798.162048,798.162048,798.162048,798.162048,7.82162333,2.622556,0.3201454,1.46578324,99.770256,44.9619637,3.55660629,4.353649,38,48.0852547
12/20/2019 07:52:04,12.3076916,18.4615364,9.230768,10.76923,12.6923084,43,40,41,43,43,997.702942,997.702942,997.702942,997.702942,6.74541473,1.82576859,0.299013,1.44825184,99.7702942,44.867157,3.5491066,4.361149,38,48.0852547
12/20/2019 07:52:05,12.3076916,9.230768,1.53846145,7.69230747,7.69230747,43,39,42,42,43,798.162048,798.162048,798.162048,798.162048,4.74862432,0.7595586,0.03391316,1.11185861,99.770256,44.8651276,3.54894638,4.361309,38,48.0852547
12/20/2019 07:52:06,9.230768,7.69230747,4.615384,6.153846,6.923074,43,39,40,42,44,798.1624,798.1624,798.1624,798.1624,4.72941256,0.769877732,0.0261220336,1.12174273,99.7703,44.8648872,3.54892731,4.361328,38,48.0852547
12/20/2019 07:52:07,23.0769215,18.4615364,12.3076916,7.69230747,15.3846149,42,40,41,43,43,1496.55469,1496.55469,1496.55469,1496.55469,6.396889,1.451398,0.312200457,1.440564,99.77031,44.9645729,3.55681229,4.353443,38,48.0852547
12/20/2019 07:52:08,18.4615364,29.2307682,13.8461533,13.8461533,18.8461533,44,40,42,44,44,1696.0946,1696.0946,1696.0946,1696.0946,7.851938,2.159846,0.5147024,1.64869845,99.77027,44.86735,3.54912186,4.36113358,38,48.0852547
12/20/2019 07:52:09,12.3076916,13.8461533,4.615384,7.69230747,9.615385,43,39,40,43,43,798.1618,798.1618,798.1618,798.1618,6.47951841,1.60311842,0.26132378,1.39891791,99.7702255,44.95193,3.55581284,4.3544426,38,48.0852547
12/20/2019 07:52:10,9.230768,30.76923,10.76923,13.8461533,16.1538486,45,40,41,43,44,1895.635,1895.635,1895.635,1895.635,7.51030827,1.936782,0.5458111,1.71445668,99.77026,45.0505524,3.563614,4.34664154,38,48.0852547
12/20/2019 07:52:11,13.8461533,23.0769215,12.3076916,15.3846149,16.1538486,44,40,41,42,43,2194.94751,2194.94751,2194.94751,2194.94751,7.57868338,2.2398622,0.47447592,1.60573721,99.77035,44.96698,3.557003,4.35325241,38,48.0852547
12/20/2019 07:52:12,9.230768,13.8461533,6.153846,7.69230747,9.230768,42,39,41,43,43,798.16156,798.16156,798.16156,798.16156,6.91844845,2.08423448,0.297446519,1.434937,99.770195,44.8685532,3.54921722,4.361038,37,48.0854073
12/20/2019 07:52:13,15.3846149,13.8461533,12.3076916,10.76923,13.07692,42,39,41,42,42,798.1625,798.1625,798.1625,798.1625,6.001447,1.50400317,0.155408055,1.27781284,99.77031,44.867878,3.54916382,4.36109161,37,48.0854073
12/20/2019 07:52:14,10.76923,24.6153831,12.3076916,7.69230747,13.8461533,42,38,41,43,43,798.1619,798.1619,798.1619,798.1619,6.3529563,1.35595131,0.339138448,1.49464321,99.77024,44.96843,3.55711746,4.353138,37,48.0854073
12/20/2019 07:52:15,7.69230747,24.6153831,15.3846149,15.3846149,15.7692318,43,40,41,43,43,1496.55432,1496.55432,1496.55432,1496.55432,6.103826,1.20617044,0.363369435,1.49770617,99.77029,45.0678177,3.56497955,4.345276,37,48.0854073
12/20/2019 07:52:16,15.3846149,21.53846,10.76923,7.69230747,13.8461533,44,39,42,43,44,798.162,798.162,798.162,798.162,6.34910059,1.39848673,0.3481757,1.49211276,99.77025,44.97002,3.55724335,4.353012,37,48.0854073
12/20/2019 07:52:17,13.8461533,16.9230766,16.9230766,16.9230766,16.1538429,43,40,40,43,43,798.1625,798.1625,798.1625,798.1625,7.24433231,1.96403873,0.4593943,1.61857426,99.77031,45.12646,3.56961823,4.340637,37,48.0854073
12/20/2019 07:52:18,10.76923,18.4615364,15.3846149,4.615384,12.3076859,41,40,41,42,42,798.1623,798.1623,798.1623,798.1623,6.305101,1.58212852,0.212647811,1.364485,99.77029,44.86045,3.54857635,4.361679,37,48.0854073
12/20/2019 07:52:19,7.69230747,23.0769215,16.9230766,13.8461533,15.3846149,42,40,40,44,44,997.7029,997.7029,997.7029,997.7029,7.02189159,1.8010962,0.3902054,1.5333153,99.77029,44.86079,3.548603,4.36165237,37,48.0854073
12/20/2019 07:52:20,7.69230747,7.69230747,9.230768,9.230768,8.4615345,41,38,41,42,42,798.161865,798.161865,798.161865,798.161865,4.53273058,0.659599841,0.02777453,1.11803019,99.77023,44.8596344,3.54851151,4.361744,37,48.0854073
12/20/2019 07:52:21,15.3846149,18.4615364,13.8461533,13.8461533,15.3846149,42,39,41,43,43,798.1623,798.1623,798.1623,798.1623,6.856071,1.87819839,0.2756657,1.41739118,99.77029,44.8616562,3.54867172,4.36158371,37,48.0854073
12/20/2019 07:52:22,10.76923,15.3846149,9.230768,18.4615364,13.4615364,41,40,41,42,42,798.1621,798.1621,798.1621,798.1621,5.27169943,0.9444949,0.12068712,1.24055827,99.77026,44.9461441,3.555355,4.35490036,37,48.0854073
12/20/2019 07:52:23,15.3846149,24.6153831,19.9999981,15.3846149,18.8461533,42,40,41,43,43,798.162354,798.162354,798.162354,798.162354,8.514462,2.87593579,0.530212641,1.693205,99.7702942,44.8722649,3.549511,4.36074448,37,48.0854073
12/20/2019 07:52:24,10.76923,26.1538448,21.53846,15.3846149,18.4615364,42,40,41,43,43,1496.55457,1496.55457,1496.55457,1496.55457,7.45711851,1.90702891,0.444375545,1.61812162,99.77031,44.9700661,3.55724716,4.35300827,37,48.0854073
12/20/2019 07:52:25,15.3846149,30.76923,15.3846149,12.3076916,18.4615364,42,39,41,44,44,1895.63538,1895.63538,1895.63538,1895.63538,7.934297,2.22292638,0.577360749,1.72262323,99.77029,44.9708366,3.5573082,4.352947,37,48.0854073
12/20/2019 07:52:26,12.3076916,26.1538448,15.3846149,9.230768,15.7692318,42,40,41,42,43,798.1618,798.1618,798.1618,798.1618,7.758718,2.03839755,0.53924334,1.70371544,99.7702255,44.96973,3.55722046,4.353035,37,48.0854073
12/20/2019 07:52:27,7.69230747,12.3076916,12.3076916,7.69230747,10.0000019,42,39,42,42,42,798.1624,798.1624,798.1624,798.1624,5.000982,0.867938936,0.0714546442,1.17014515,99.7703,44.87188,3.54948044,4.360775,37,48.0854073
12/20/2019 07:52:28,6.153846,13.8461533,3.076923,13.8461533,9.230768,43,40,40,43,43,798.1616,798.1616,798.1616,798.1616,5.161449,1.08725441,0.0266637355,1.10579264,99.7702,44.87145,3.549446,4.36080933,37,48.0854073
12/20/2019 07:52:29,10.76923,21.53846,10.76923,7.69230747,12.6923084,43,40,40,42,43,798.162964,798.162964,798.162964,798.162964,6.488959,1.69289219,0.3198901,1.41815948,99.77037,44.9719925,3.55739975,4.35285568,37,48.0854073
12/20/2019 07:52:30,15.3846149,21.53846,13.8461533,12.3076916,15.7692318,44,39,42,42,44,1696.09485,1696.09485,798.1623,798.1623,6.610139,1.83311677,0.282467067,1.44832838,99.77029,44.87434,3.549675,4.36058044,37,48.0854073
12/20/2019 07:52:31,10.76923,26.1538448,12.3076916,23.0769215,18.07692,43,40,42,43,43,1496.554,1496.554,1496.554,1496.554,6.88814354,1.731058,0.362153351,1.55585563,99.77026,44.87222,3.54950714,4.36074829,37,48.0854073
12/20/2019 07:52:32,19.9999981,15.3846149,13.8461533,7.69230747,14.23077,43,38,41,42,42,997.7026,997.7026,997.7026,997.7026,5.83266926,1.24946725,0.207423568,1.3316437,99.770256,44.96944,3.55719757,4.353058,37,48.0854073
12/20/2019 07:52:33,15.3846149,21.53846,9.230768,12.3076916,14.6153812,43,40,41,43,43,1496.5542,1496.5542,1496.5542,1496.5542,6.879482,1.83017278,0.373303354,1.50092459,99.77028,45.0801163,3.5659523,4.344303,37,48.0854073
12/20/2019 07:52:34,13.8461533,27.6923065,23.0769215,15.3846149,19.9999924,44,40,42,42,44,2594.02783,2594.02783,2594.02783,2594.02783,7.745076,2.11523867,0.5228339,1.69851255,99.7703,45.0434151,3.56304932,4.347206,37,48.0854073
12/20/2019 07:52:35,12.3076916,24.6153831,9.230768,12.3076916,14.6153812,42,40,42,43,43,798.16156,798.16156,798.16156,798.16156,7.12901354,1.91314471,0.369727165,1.50912476,99.770195,45.0194969,3.56115723,4.349098,37,48.0854073
12/20/2019 07:52:36,12.3076916,26.1538448,10.76923,18.4615364,16.9230766,43,40,41,42,43,1895.63611,1895.63611,1895.63611,1895.63611,7.682437,2.072297,0.5287397,1.70973277,99.7703247,45.01858,3.56108475,4.34917068,37,48.0854073
12/20/2019 07:52:37,18.4615364,29.2307682,9.230768,18.4615364,18.8461475,44,41,42,44,44,1995.406,1995.406,1995.406,1995.406,8.265096,2.48803353,0.478261948,1.72592008,99.7703,44.1711769,3.494053,4.41620255,37,48.0854073
12/20/2019 07:52:38,13.8461533,26.1538448,13.8461533,12.3076916,16.53846,42,40,41,43,43,798.161255,798.161255,798.161255,798.161255,7.11548567,1.77082109,0.477359116,1.67409742,99.77016,43.9938545,3.48002625,4.430229,37,48.0854073
12/20/2019 07:52:39,12.3076916,24.6153831,13.8461533,12.3076916,15.7692318,43,39,41,44,44,798.162537,798.162537,798.162537,798.162537,7.40382862,1.92243707,0.494465023,1.6625098,99.77032,43.99154,3.47984314,4.43041229,37,48.0854073
12/20/2019 07:52:40,9.230768,12.3076916,7.69230747,6.153846,8.846151,42,39,40,42,42,798.162231,798.162231,798.162231,798.162231,5.386556,1.05998886,0.116826884,1.236764,99.77028,43.8939323,3.47212219,4.43813324,37,48.0854073
