,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
02/03/2020 00:00:26,3.076923,9.230768,4.615384,19.9999981,9.230768,40,36,40,40,40,997.7148,1895.65808,1895.65808,1895.65808,4.27378,0.682472348,0.008839069,1.04733944,99.77148,77.4256744,6.124569,1.78568649,39,50.6644669
02/03/2020 00:05:26,12.3076916,13.8461533,6.153846,33.8461533,16.5384655,41,39,42,42,42,997.7143,997.7143,997.7143,997.7143,8.344184,2.56308913,0.00337058515,1.04644632,99.77142,77.54566,6.13406,1.77619553,39,50.6644
02/03/2020 00:10:26,33.8461533,7.69230747,12.3076916,9.230768,15.7692318,45,39,41,41,45,3492.00317,3492.00317,3492.00317,3492.00317,7.688301,2.9725194,0.005668949,1.14241385,99.7715149,77.6356049,6.14117432,1.76908112,39,50.6646423
02/03/2020 00:15:26,6.153846,7.69230747,6.153846,9.230768,7.30769634,40,38,39,39,40,798.172,798.172,798.172,798.172,4.46800137,0.7073026,0.00555931963,1.03469813,99.7715,77.71638,6.147564,1.7626915,39,50.6640358
02/03/2020 00:20:27,7.69230747,10.76923,12.3076916,10.76923,10.384613,39,37,39,41,41,798.172,798.172,798.172,798.172,5.068465,0.9321364,0.00676117325,1.08293474,99.7715,77.7688446,6.15171432,1.75854111,39,50.6643639
02/03/2020 00:25:26,12.3076916,3.076923,4.615384,4.615384,6.153846,39,39,40,41,41,798.171753,798.171753,798.171753,798.171753,4.568561,0.7958867,0.004950145,1.04538608,99.77147,77.90132,6.1621933,1.74806213,39,50.66455
02/03/2020 00:30:27,35.384613,23.0769215,23.0769215,18.4615364,25,44,40,44,42,44,3492.00342,3492.00342,3492.00342,3292.46045,14.3849955,7.59453,0.0148666874,1.12715971,99.77152,78.01773,6.171402,1.73885345,39,50.664875
02/03/2020 00:35:27,15.3846149,12.3076916,6.153846,6.153846,9.999996,40,39,40,42,42,997.7144,997.7144,997.7144,1696.1145,4.49668264,0.7689869,0.00802096,1.0573796,99.77144,77.98036,6.16844559,1.74180984,39,50.6643753
02/03/2020 00:40:27,15.3846149,7.69230747,7.69230747,3.076923,8.4615345,39,37,41,41,41,798.1719,1197.25781,1197.25781,1197.25781,4.173446,0.6878401,0.004995689,1.039344,99.7714844,78.1681442,6.1833,1.72695541,39,50.6645737
02/03/2020 00:45:27,47.6923065,39.9999962,27.6923065,47.6923065,40.76923,43,43,43,44,44,3492.0022,3492.0022,3492.0022,3492.0022,19.9427,12.2280436,0.009046195,1.76141489,99.77149,78.4330444,6.204254,1.70600128,39,50.665
02/03/2020 00:50:27,6.153846,15.3846149,16.9230766,7.69230747,11.5384636,40,38,41,42,43,997.7146,997.7146,997.7146,997.7146,7.01785755,1.69483483,0.005186485,1.04929841,99.77146,78.32869,6.195999,1.71425629,39,50.6653442
02/03/2020 00:55:27,3.076923,9.230768,6.153846,10.76923,7.30769062,39,36,39,40,40,798.171753,798.171753,798.171753,798.171753,4.488918,0.7409015,0.00690131867,1.04377937,99.77147,78.48011,6.20797729,1.70227814,39,50.6656532
02/03/2020 01:00:34,61.53846,44.6153831,35.384613,26.1538448,41.9230766,43,40,42,43,43,3492.00244,3492.00244,3492.00244,3292.45947,1.54487336,0.9745516,0.0007352505,0.125698745,99.7715,78.60694,6.21801,1.69224548,39,50.665966
02/03/2020 01:05:34,46.1538429,24.6153831,13.8461533,9.230768,23.4615326,46,41,41,41,46,3492.002,3492.002,3492.002,3292.459,16.1229534,9.228903,0.0163112246,1.32331574,99.7714844,78.4057,6.202091,1.70816422,39,50.6664772
02/03/2020 01:10:34,7.69230747,6.153846,9.230768,6.153846,7.30769062,39,38,39,40,40,798.1719,798.1719,798.1719,798.1719,4.202939,0.67189,0.005778146,1.03729761,99.7714844,78.70528,6.225788,1.68446732,39,50.66588
02/03/2020 01:15:34,7.69230747,12.3076916,4.615384,4.615384,7.30769062,41,38,40,41,41,798.172058,798.172058,798.172058,798.172058,4.77899,0.890521169,0.00583258271,1.06477714,99.77151,78.65117,6.221508,1.68874741,39,50.6662064
02/03/2020 01:20:35,13.8461533,15.3846149,3.076923,3.076923,8.846151,39,38,39,40,41,798.1726,798.1726,798.1726,798.1726,4.098571,0.613025069,0.00144453626,1.04024673,99.7715759,78.90251,6.24139,1.6688652,39,50.6664925
02/03/2020 01:25:35,7.69230747,13.8461533,1.53846145,9.230768,8.076918,39,37,40,41,42,997.7147,997.7147,997.7147,997.7147,4.12114525,0.6212324,0.00494525349,1.05327868,99.77148,78.88944,6.24035645,1.669899,39,50.6668663
02/03/2020 01:30:35,9.230768,9.230768,4.615384,10.76923,8.4615345,40,39,41,41,41,798.1716,798.1716,798.1716,798.1716,4.60580349,0.8539594,0.005685804,1.0778228,99.77145,78.88766,6.2402153,1.67004013,39,50.667244
02/03/2020 01:35:35,7.69230747,10.76923,3.076923,4.615384,6.538457,40,38,40,40,40,798.1717,798.1717,798.1717,798.1717,4.16799736,0.6909462,0.00477849552,1.04661143,99.77146,79.05548,6.25349045,1.656765,39,50.6680031
02/03/2020 01:40:35,43.07692,26.1538448,23.0769215,33.8461533,31.5384636,41,39,42,42,42,3492.00244,3292.45947,3492.00244,3292.45947,15.5999708,8.516024,0.008005139,1.60277343,99.7715,79.27717,6.27102661,1.63922882,39,50.66834
02/03/2020 01:45:35,16.9230766,7.69230747,6.153846,7.69230747,9.615385,39,37,40,42,41,798.1717,798.1717,798.1717,798.1717,4.46916342,0.7986741,0.00278241513,1.06300354,99.77146,79.2660751,6.270149,1.6401062,39,50.6677742
02/03/2020 01:50:35,10.76923,6.153846,6.153846,9.230768,8.076918,39,36,39,41,41,798.1719,798.1719,798.1719,798.1719,4.404713,0.7182076,0.006091105,1.04821277,99.7714844,79.35284,6.277012,1.63324356,39,50.6680336
02/03/2020 01:55:36,7.69230747,16.9230766,6.153846,10.76923,10.384613,41,38,39,42,42,798.1714,798.1714,798.1714,798.1714,4.70647335,0.984022856,0.006253491,1.0671823,99.77142,79.3794556,6.27911758,1.63113785,39,50.6684761
02/03/2020 02:00:36,9.230768,6.153846,0,6.153846,5.384618,39,37,39,40,40,1197.25793,1197.25793,1197.25793,1197.25793,4.214666,0.656885564,0.004200803,1.04401958,99.77149,79.57761,6.294792,1.61546326,39,50.66882
02/03/2020 02:05:36,84.61539,9.230768,9.230768,4.615384,26.9230785,42,38,41,41,42,2594.05884,2594.05884,2594.05884,2594.05884,18.3130512,10.55577,0.00373171922,1.12360859,99.77149,79.6852951,6.30331039,1.606945,39,50.66901
02/03/2020 02:10:36,7.69230747,6.153846,3.076923,3.076923,5.000007,41,39,40,39,41,798.1721,798.1721,798.1721,798.1721,4.223822,0.7082428,0.00461181346,1.04077256,99.7715149,79.68679,6.30342865,1.60682678,39,50.669384
02/03/2020 02:15:36,9.230768,9.230768,6.153846,6.153846,7.69230747,40,37,40,40,41,798.172,798.172,798.172,798.172,4.35508,0.6743638,0.00572925759,1.03681469,99.7715,79.6783,6.30275726,1.60749817,39,50.6696243
02/03/2020 02:20:36,7.69230747,9.230768,6.153846,9.230768,8.076918,40,37,41,41,41,798.1719,798.1719,798.1719,798.1719,4.397835,0.719908535,0.005663353,1.06525254,99.7714844,79.69725,6.30425644,1.605999,39,50.66852
02/03/2020 02:25:36,6.153846,9.230768,1.53846145,18.4615364,8.846151,39,38,41,40,41,798.1717,798.1717,798.1717,798.1717,4.310369,0.6491934,0.00193176384,1.03675354,99.77146,79.92811,6.3225174,1.587738,39,50.6689
02/03/2020 02:30:37,16.9230766,7.69230747,1.53846145,4.615384,7.69230747,38,37,40,40,40,798.172,798.172,798.172,798.172,3.79113984,0.5671964,0.00446278974,1.045499,99.7715,79.89584,6.31996536,1.59029007,39,50.6692619
02/03/2020 02:35:37,16.9230766,7.69230747,6.153846,7.69230747,9.615385,39,37,41,41,41,798.171753,798.171753,798.171753,798.171753,4.403189,0.8223214,0.00442434149,1.07378161,99.77147,80.01062,6.32904434,1.58121109,39,50.66968
02/03/2020 02:40:37,6.153846,4.615384,9.230768,10.76923,7.69230127,40,37,40,39,40,1197.25781,1197.25781,1197.25781,1197.25781,4.20176268,0.7517036,0.00444084825,1.05062068,99.7714844,80.2381439,6.347042,1.56321335,39,50.6699142
02/03/2020 02:45:37,39.9999962,21.53846,15.3846149,27.6923065,26.15385,42,41,43,45,45,3492.002,3492.002,3292.459,3492.002,12.1333237,5.886546,0.00734306034,1.426239,99.7714844,80.45419,6.364132,1.5461235,39,50.6701965
02/03/2020 02:50:37,39.9999962,9.230768,9.230768,3.076923,15.3846149,42,39,42,42,43,2793.60181,2793.60181,2793.60181,2793.60181,12.3583107,4.622276,0.007944951,1.07232761,99.77149,80.33252,6.35450745,1.555748,39,50.6705055
02/03/2020 02:55:37,3.076923,10.76923,9.230768,6.153846,7.30769062,39,36,39,39,40,798.172241,798.172241,798.172241,798.172241,4.19901466,0.7197881,0.005241614,1.0426594,99.77153,80.47044,6.36541748,1.544838,39,50.66997
02/03/2020 03:00:38,30.76923,19.9999981,16.9230766,10.76923,19.6153812,40,38,41,41,41,798.1713,798.1713,798.1713,798.1713,9.89776,4.34238529,0.007225863,1.093494,99.7714157,81.27049,6.42870331,1.48155212,39,50.6706047
02/03/2020 03:05:38,9.230768,4.615384,10.76923,4.615384,7.30769062,40,38,41,41,41,1197.25793,1197.25793,1197.25793,1197.25793,4.17455435,0.6361562,0.00521586929,1.072071,99.77149,81.70128,6.46278,1.44747543,40,50.7065659
02/03/2020 03:10:38,3.076923,10.76923,10.76923,12.3076916,9.230768,39,37,40,39,41,798.1719,798.1719,798.1719,798.1719,4.051015,0.5973119,0.00387118617,1.0610075,99.7714844,80.9416962,6.4026947,1.50756073,39,50.7068939
02/03/2020 03:15:38,7.69230747,13.8461533,43.07692,6.153846,17.69231,41,39,40,42,43,798.1717,798.1717,798.1717,798.1717,13.7509317,7.62620354,0.0294676945,1.103062,99.77146,80.9558258,6.40381241,1.506443,39,50.70724
02/03/2020 03:20:38,13.8461533,6.153846,12.3076916,7.69230747,10.0000019,39,37,39,41,41,798.171631,997.7146,997.7146,997.7146,4.110906,0.6594661,0.006181182,1.04984069,99.7714539,80.92848,6.40164948,1.508606,39,50.70739
02/03/2020 03:25:38,9.230768,13.8461533,35.384613,16.9230766,18.8461475,41,39,41,41,41,997.7147,997.7147,997.7147,997.7147,6.809941,1.63869715,0.00698881829,1.06151724,99.77147,81.12663,6.417324,1.49293137,39,50.7076263
02/03/2020 03:30:38,4.615384,4.615384,6.153846,10.76923,6.53846264,40,39,39,41,41,798.171936,798.171936,798.171936,798.171936,4.359878,0.7223185,0.0059043467,1.05850482,99.77149,81.14906,6.419098,1.49115753,39,50.7071266
02/03/2020 03:35:39,1.53846145,3.076923,9.230768,13.8461533,6.92307949,39,37,38,39,39,798.172,798.172,798.172,798.172,4.148111,0.6654614,0.00576677173,1.0434252,99.7715,81.38869,6.438053,1.4722023,39,50.70742
02/03/2020 03:40:39,12.3076916,10.76923,7.69230747,4.615384,8.846151,39,38,40,40,41,798.172058,798.172058,798.172058,798.172058,4.497057,0.828988433,0.007905966,1.05868077,99.77151,81.40697,6.439499,1.47075653,39,50.7078857
02/03/2020 03:45:39,10.76923,13.8461533,7.69230747,4.615384,9.230768,39,39,41,42,42,1297.03027,1297.03027,1297.03027,1297.03027,5.25090075,1.4584142,0.0112606846,1.1228956,99.77156,81.53341,6.449501,1.46075439,39,50.70821
02/03/2020 03:50:39,6.153846,10.76923,9.230768,9.230768,8.846151,38,36,40,41,41,798.171631,798.171631,798.171631,798.171631,4.205298,0.693994939,0.00666782958,1.027086,99.7714539,81.54378,6.450321,1.45993423,39,50.7085953
02/03/2020 03:55:39,6.153846,36.9230728,13.8461533,6.153846,15.7692318,40,40,41,41,42,2594.05957,2594.05957,2594.05957,2594.05957,7.64944267,2.171655,0.00210869522,1.04422593,99.77152,79.85032,6.31636429,1.59389114,39,50.7088852
02/03/2020 04:00:39,4.615384,10.76923,10.76923,10.76923,9.230768,39,37,41,41,40,798.172241,798.172241,997.7153,997.7153,4.24293327,0.6954603,0.005111026,1.04745972,99.77153,80.04636,6.331871,1.5783844,39,50.7090874
02/03/2020 04:05:39,32.30769,4.615384,9.230768,10.76923,14.2307644,42,39,41,42,42,798.1719,798.1719,798.1719,798.1719,7.345906,1.86278737,0.00780917,1.06312835,99.7714844,80.11107,6.33699036,1.57326508,39,50.7086029
02/03/2020 04:10:40,9.230768,16.9230766,4.615384,12.3076916,10.76923,39,38,41,40,41,798.1717,798.1717,798.1717,798.1717,4.50656366,0.759485,0.005916027,1.07291377,99.77146,80.33406,6.35462952,1.55562592,40,50.7089233
02/03/2020 04:15:40,4.615384,4.615384,7.69230747,10.76923,6.923074,38,37,41,40,41,1496.57336,1496.57336,1496.57336,1496.57336,4.41857147,0.676726341,0.006526158,1.042735,99.77156,80.50579,6.36821365,1.54204178,39,50.7092667
02/03/2020 04:20:40,32.30769,24.6153831,26.1538448,9.230768,23.0769272,41,38,42,42,42,798.1715,798.1715,798.1715,798.1715,15.1876526,8.53412151,0.008453306,1.25978231,99.77144,80.466,6.36506653,1.5451889,39,50.70892
02/03/2020 04:25:40,9.230768,6.153846,10.76923,7.69230747,8.461541,40,37,41,41,41,798.171631,798.171631,798.171631,798.171631,4.364968,0.7570575,0.00668098126,1.05396986,99.7714539,80.6021,6.3758316,1.53442383,39,50.70919
02/03/2020 04:30:40,36.9230728,30.76923,23.0769215,27.6923065,29.61538,42,40,43,43,43,3492.0022,3292.45923,3292.45923,3292.45923,17.72687,10.1780233,0.0104127005,1.55943727,99.77149,80.83772,6.39447,1.51578522,39,50.709507
02/03/2020 04:35:40,4.615384,3.076923,15.3846149,4.615384,6.923074,39,37,41,41,41,798.172,798.172,798.172,798.172,4.39132166,0.7963093,0.00501051266,1.06029689,99.7715,80.63422,6.378372,1.53188324,39,50.70981
02/03/2020 04:40:40,10.76923,4.615384,10.76923,4.615384,7.69230747,38,37,40,41,41,798.171265,798.171265,798.171265,798.171265,4.13525724,0.6447525,0.00373909413,1.04224229,99.77141,80.8848343,6.398197,1.51205826,39,50.7091751
02/03/2020 04:45:41,6.153846,6.153846,12.3076916,9.230768,8.4615345,39,38,41,42,42,798.171753,798.171753,798.171753,798.171753,4.45645952,0.8340188,0.00519675529,1.07403636,99.77147,80.89385,6.39891052,1.51134491,39,50.7095947
02/03/2020 04:50:41,13.8461533,13.8461533,15.3846149,30.76923,18.4615364,40,38,40,42,42,1496.57312,1496.57312,1496.57312,1496.57312,8.620166,2.91506028,0.002229192,1.24913085,99.7715454,81.04856,6.411148,1.49910736,39,50.709938
02/03/2020 04:55:41,10.76923,13.8461533,1.53846145,18.4615364,11.1538467,40,38,41,41,41,798.1717,798.1717,798.1717,798.1717,4.5579257,0.7635971,0.007926191,1.06399965,99.77146,87.26897,6.90319824,1.00705719,40,50.71086
02/03/2020 05:00:41,3.076923,15.3846149,3.076923,6.153846,6.923074,39,37,40,39,40,798.1721,798.1721,798.1721,798.1721,4.33150434,0.6355711,0.00372804259,1.060087,99.7715149,81.99695,6.486168,1.42408752,39,50.7111626
02/03/2020 05:05:41,30.76923,12.3076916,30.76923,27.6923065,25.3846169,46,40,44,44,45,3591.83472,3492.06152,3691.608,3492.06152,17.9466286,10.41764,0.01521264,1.37475181,99.7731857,81.36472,6.436157,1.47409821,39,50.710865
02/03/2020 05:10:41,12.3076916,7.69230747,9.230768,13.8461533,10.7692356,39,37,40,39,41,1696.11609,1696.11609,1696.11609,1696.11609,4.626584,0.7961121,0.00276052742,1.06658375,99.77154,81.5085754,6.44753647,1.462719,39,50.7112122
02/03/2020 05:15:40,12.3076916,4.615384,3.076923,6.153846,6.538457,40,36,39,40,40,997.7153,1496.57288,1496.57288,1496.57288,4.20195246,0.6428709,0.005275822,1.03711867,99.77153,81.61274,6.455776,1.45447922,39,50.71054
02/03/2020 05:20:41,13.8461533,7.69230747,4.615384,9.230768,8.846151,40,39,39,41,41,1895.6593,1895.6593,1895.6593,1895.6593,4.34101248,0.68675673,0.00198623771,1.04090893,99.7715454,81.61935,6.456299,1.4539566,39,50.7108269
02/03/2020 05:25:41,10.76923,9.230768,6.153846,1.53846145,6.92307949,39,38,41,41,41,997.7147,997.7147,997.7147,997.7147,4.37038469,0.7131797,0.006319847,1.05132163,99.77147,81.83819,6.47361,1.43664551,39,50.7109451
02/03/2020 05:30:41,4.615384,4.615384,1.53846145,3.076923,3.46153975,39,36,40,40,40,798.1717,798.1717,798.1717,798.1717,3.888916,0.5011465,0.000722981233,1.02554882,99.77146,81.88371,6.477211,1.43304443,39,50.7112122
02/03/2020 05:35:41,30.76923,10.76923,24.6153831,4.615384,17.6923027,40,39,44,43,44,3492.00464,3492.00464,3292.46143,3492.00464,8.533777,3.723961,0.00696293823,1.21694,99.77156,82.01281,6.487423,1.42283249,39,50.71169
02/03/2020 05:40:41,1.53846145,15.3846149,13.8461533,15.3846149,11.5384579,39,37,40,41,41,798.171753,798.171753,798.171753,798.171753,4.52098227,0.782446444,0.00198819838,1.05603456,99.77147,82.02444,6.48834229,1.42191315,39,50.7119446
02/03/2020 05:45:41,26.1538448,12.3076916,38.4615364,18.4615364,23.8461552,47,41,42,43,47,3492.0022,3492.0022,3492.0022,3492.0022,12.1078405,6.054161,0.00505089667,1.06477714,99.77149,82.1883545,6.50130844,1.408947,39,50.71228
02/03/2020 05:50:41,1.53846145,10.76923,38.4615364,9.230768,14.9999981,39,38,40,41,41,1696.11548,1696.11548,1696.11548,1696.11548,6.94823,2.1260066,0.00222479971,1.10560513,99.7715,82.2357,6.50505447,1.405201,39,50.7117081
02/03/2020 05:55:42,12.3076916,12.3076916,10.76923,7.69230747,10.76923,39,38,38,40,40,798.171753,798.171753,798.171753,798.171753,4.734236,0.9703552,0.0016886231,1.07523072,99.77147,83.3924255,6.596554,1.31370163,39,50.7126961
