,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
02/22/2020 00:00:51,9.230768,9.230768,10.76923,7.69230747,9.230768,40,36,38,37,39,798.1721,798.1721,798.1721,798.1721,4.41355944,0.666769445,0.00614534039,1.0318749,99.7715149,63.053463,4.98769,2.92256546,37,49.39771
02/22/2020 00:10:51,9.230768,6.153846,9.230768,12.3076916,9.230768,39,37,38,37,40,798.171753,798.171753,798.171753,798.171753,4.56546926,0.7230599,0.00541167473,1.03633571,99.77147,63.38472,5.013893,2.8963623,37,49.39842
02/22/2020 00:20:52,10.76923,6.153846,4.615384,7.69230747,7.30769062,40,36,38,40,40,1297.02881,1297.02881,1297.02881,1297.02881,4.307573,0.6670791,0.00637375051,1.03771877,99.77145,63.41028,5.015915,2.89434052,37,49.39816
02/22/2020 00:30:52,6.153846,13.8461533,3.076923,7.69230747,7.69230747,40,36,39,39,40,798.171936,798.171936,798.171936,798.171936,4.382423,0.65389353,0.005898524,1.0428952,99.77149,63.5751572,5.02895737,2.881298,37,49.3988075
02/22/2020 00:40:52,4.615384,7.69230747,7.69230747,9.230768,7.30769634,39,35,38,38,38,798.1721,798.1721,798.1721,798.1721,4.417684,0.643743,0.005040963,1.03009677,99.7715149,63.8262177,5.04881668,2.86143875,37,49.39915
02/22/2020 00:50:53,4.615384,0,7.69230747,12.3076916,6.153846,39,36,38,39,39,798.1719,798.1719,798.1719,798.1719,4.5339613,0.644049466,0.00619336125,1.03176582,99.7714844,63.7473221,5.042576,2.8676796,37,49.3988152
02/22/2020 01:00:53,7.69230747,9.230768,7.69230747,12.3076916,9.230768,40,36,38,40,39,798.172058,798.172058,798.172058,798.172058,4.00302649,0.5042192,0.005060869,1.03295946,99.77151,63.8857727,5.053528,2.8567276,37,49.3994064
02/22/2020 01:10:53,43.07692,18.4615364,36.9230728,47.6923065,36.53846,44,41,44,43,44,3492.002,3492.002,3492.002,3492.002,22.3799572,14.0874319,0.0192516,1.27353144,99.7714844,64.29226,5.085682,2.82457352,37,49.40018
02/22/2020 01:20:54,26.1538448,16.9230766,38.4615364,23.0769215,26.1538448,42,41,49,43,47,3492.003,3292.45972,3492.003,3492.003,14.05985,7.588171,0.008693291,1.19431531,99.77151,64.38008,5.09262848,2.817627,37,49.4008064
02/22/2020 01:30:54,27.6923065,6.153846,30.76923,13.8461533,19.615387,40,38,45,42,45,3492.00464,3292.46143,3591.77612,3492.00464,10.6277981,4.714356,0.009945025,1.38881087,99.77156,64.38216,5.09279251,2.817463,37,49.40022
02/22/2020 01:40:54,4.615384,3.076923,7.69230747,9.230768,6.153846,40,38,39,41,41,798.1722,798.1722,798.1722,798.1722,4.37487745,0.686426044,0.00558656,1.03711784,99.77152,64.65607,5.11446,2.79579544,37,49.400753
02/22/2020 01:50:54,6.153846,4.615384,6.153846,7.69230747,6.153846,39,37,39,40,40,1496.57263,1496.57263,1496.57263,1496.57263,4.597759,0.6926426,0.006370104,1.02928746,99.7715149,64.60881,5.11072159,2.79953384,37,49.4013252
