,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
02/12/2020 00:05:51,15.3846149,3.076923,10.76923,13.8461533,10.76923,39,36,39,38,39,997.705139,997.705139,997.705139,997.705139,4.545028,0.7662264,0.012002293,1.05668187,99.7705154,54.2501869,4.29132843,3.618927,37,49.9433441
02/12/2020 00:15:51,36.9230728,69.2307739,39.9999962,16.9230766,40.76923,47,43,45,43,45,3491.97046,3491.97046,3292.4292,3491.97046,23.4759064,15.1707888,0.0232702009,1.47353888,99.7705841,50.9874,4.03323364,3.87702179,37,50.0188828
02/12/2020 00:25:52,35.384613,12.3076916,32.30769,21.53846,25.3846169,43,41,43,43,43,3292.42944,3292.42944,3292.42944,3292.42944,17.47859,10.1198807,0.0219088029,1.31771815,99.7705841,51.2442474,4.05355072,3.85670471,37,49.98096
02/12/2020 00:35:52,6.153846,4.615384,15.3846149,9.230768,8.846151,41,39,40,39,41,798.1643,798.1643,798.1643,798.1643,4.53048754,0.7799895,0.0120979929,1.06269729,99.77054,49.9772873,3.953331,3.95692444,37,50.008667
02/12/2020 00:45:52,12.3076916,9.230768,12.3076916,9.230768,10.7692242,41,39,40,41,41,997.7059,997.7059,997.7059,2194.953,4.63155842,0.7954541,0.0254098382,1.06457007,99.77059,50.1567268,3.96752548,3.94273,37,50.0204926
02/12/2020 00:55:52,9.230768,10.76923,4.615384,7.69230747,8.076924,41,38,39,39,41,1696.09924,1696.09924,1696.09924,1696.09924,4.522362,0.7458623,0.003551152,1.04259419,99.770546,50.29827,3.97872162,3.93153381,37,50.0296478
02/12/2020 01:05:53,4.615384,16.9230766,3.076923,6.153846,7.69230747,41,37,40,37,41,1197.24707,1197.24707,1197.24707,1197.24707,4.59593153,0.8116669,0.00578385,1.04338241,99.77059,50.25347,3.97517776,3.93507767,37,50.0350227
02/12/2020 01:15:53,6.153846,7.69230747,6.153846,6.153846,6.53846264,38,37,41,37,41,798.1644,798.1644,798.1644,798.1644,4.505449,0.774753034,0.007944951,1.04975665,99.77055,50.3907661,3.98603821,3.92421722,37,50.034687
02/12/2020 01:25:53,4.615384,4.615384,12.3076916,13.8461533,8.846151,39,37,39,37,39,798.164734,798.164734,798.164734,798.164734,4.221357,0.6866363,0.00391228637,1.03416777,99.77059,50.5205841,3.99630737,3.913948,37,50.0353165
