,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","Temperature","Used Space"
12/29/2019 00:04:42,12.3076916,4.615384,10.76923,10.76923,9.615379,39,38,41,40,40,798.1598,798.1598,798.1598,798.1598,4.61102057,0.865999639,0.005657768,1.0324223,99.76997,60.1068344,4.75460434,3.155651,37,47.2970047
12/29/2019 00:09:42,9.230768,13.8461533,4.615384,6.153846,8.4615345,38,37,39,38,39,798.1596,798.1596,798.1596,798.1596,4.40144253,0.6845297,0.006319847,1.03320467,99.76995,59.2561531,4.687313,3.22294235,37,47.29604
12/29/2019 00:14:42,12.3076916,3.076923,9.230768,7.69230747,8.076924,39,38,39,38,39,798.1599,798.1599,798.1599,798.1599,4.398072,0.710110068,0.006319847,1.032663,99.76999,59.41592,4.699951,3.21030426,37,47.2963142
12/29/2019 00:19:42,7.69230747,7.69230747,3.076923,12.3076916,7.69230747,38,37,38,39,39,798.1599,798.1599,798.1599,798.1599,4.061134,0.662319958,0.00511606643,1.02863038,99.76999,59.46569,4.703888,3.20636749,37,47.2966881
12/29/2019 00:24:43,6.153846,15.3846149,7.69230747,7.69230747,9.230768,38,38,40,39,40,798.16,798.16,798.16,798.16,4.16981173,0.6880429,0.005322881,1.03759885,99.77,59.47784,4.70484924,3.20540619,37,47.2969933
12/29/2019 00:29:43,10.76923,12.3076916,3.076923,4.615384,7.69230747,39,36,38,37,39,1696.09045,1696.09045,1696.09045,1696.09045,4.04017544,0.5909799,0.005740602,1.04213071,99.77003,59.51507,4.707794,3.20246124,37,47.297245
12/29/2019 00:34:43,6.153846,4.615384,10.76923,9.230768,7.69230127,38,37,40,38,40,798.159851,798.159851,798.159851,798.159851,4.38310051,0.7783652,0.00640530325,1.03826344,99.76998,59.53658,4.70949554,3.20076,37,47.2977524
12/29/2019 00:39:43,9.230768,12.3076916,7.69230747,7.69230747,9.230768,39,37,39,37,39,798.159851,798.159851,798.159851,997.6998,4.311477,0.6729766,0.00506586954,1.04230261,99.76998,59.61432,4.715645,3.1946106,37,47.2979279
12/29/2019 00:44:43,7.69230747,13.8461533,7.69230747,10.76923,9.999996,40,37,38,38,39,798.159668,798.159668,798.159668,798.159668,4.3138895,0.771158,0.00506586954,1.03735733,99.76996,59.671463,4.72016525,3.19009018,37,47.2975
